2015-03-28 01:35:31,a1db09d0,tanisha,display,impression
2015-04-02 16:56:13,82c77aa5,,display,impression
2015-03-28 18:37:45,0c215720,,display,impression
2015-03-24 10:00:50,60e45602,latoya,display,impression
2015-04-02 23:49:43,b4a40f36,karen,display,click
2015-03-31 06:36:54,62fadaa3,,display,click
2015-04-01 16:22:04,6391c13e,,display,impression
2015-03-29 22:20:42,cf3a30b6,erma,video,impression
2015-03-23 05:42:56,71f7972a,cortney,display,impression
2015-03-24 00:03:53,21443e38,louisa,mobile,click
2015-03-21 23:05:33,7281fb34,humberto,mobile,impression
2015-03-21 13:47:57,5aaa8bef,,display,impression
2015-03-25 08:26:36,531ca046,lena,display,impression
2015-04-01 18:46:19,4e25ec9f,,display,impression
2015-03-21 02:43:18,5384010c,,mobile,impression
2015-03-22 03:35:54,faa29737,marcie,display,impression
2015-03-26 13:16:34,5bd19ea0,,display,impression
2015-04-02 03:16:44,decd80e6,,affiliate,impression
2015-03-22 09:57:11,4e86bb96,,display,impression
2015-03-25 00:41:25,dfedba3d,deidra,email,impression
2015-04-01 15:16:07,5f87b437,,display,click
2015-04-02 15:00:32,65f31bd5,,display,impression
2015-03-25 22:10:09,c97ae827,,display,impression
2015-03-30 10:34:48,16da2e15,,affiliate,impression
2015-04-01 15:19:29,56347437,,email,impression
2015-03-25 05:10:31,25daad38,vicky,mobile,click
2015-03-27 07:48:13,a039538a,,display,click
2015-03-30 14:34:47,659e282c,chuck,display,impression
2015-03-26 17:51:45,e99bc0ae,bethany,display,impression
2015-03-24 19:24:12,1569e4d6,douglas,social,impression
2015-03-26 19:39:05,7cbfe0aa,,display,impression
2015-03-24 21:17:32,08d8f09b,doyle,mobile,click
2015-03-20 22:43:39,391104a2,ava,display,click
2015-03-29 13:14:16,6fec79f9,,mobile,impression
2015-03-29 23:59:50,15794b45,,mobile,impression
2015-03-24 09:40:30,91057fed,lesley,display,impression
2015-03-27 15:00:29,684c602e,darnell,display,impression
2015-03-26 03:53:10,23ab53bf,,video,impression
2015-03-22 05:17:53,c0a54d53,,video,click
2015-03-26 20:32:31,40cfcc50,,display,impression
2015-03-30 08:27:28,7f0e62ae,victor,email,impression
2015-03-27 13:18:39,e3893f3e,mariana,video,click
2015-03-24 12:43:10,391e10be,,social,impression
2015-03-27 19:22:33,14c31acf,lillie,display,click
2015-03-22 22:48:28,6beb674e,dale,search,impression
2015-03-21 04:42:06,7182e4c2,,display,click
2015-03-26 07:19:49,18b738c4,,video,click
2015-03-23 21:18:52,8fe3eff6,florence,display,impression
2015-03-26 07:01:11,cbd9b0b2,,video,impression
2015-03-30 15:01:48,ac8954d9,noe,video,click
2015-04-02 15:02:54,40c60509,rocio,mobile,click
2015-04-01 22:27:55,43b3e467,,display,impression
2015-03-30 06:48:49,b99b2efb,marlin,video,impression
2015-04-01 10:01:52,669ad1d6,oscar,display,impression
2015-03-21 01:46:38,8af311f8,glenn,video,impression
2015-03-26 21:12:19,05152c8e,howard,display,impression
2015-03-29 10:55:29,2e8f4026,lou,search,impression
2015-03-28 03:15:02,149808bf,sterling,video,click
2015-03-23 20:09:04,194d3a06,,display,impression
2015-03-22 20:40:41,ea4f130b,marco,video,click
2015-03-22 17:54:14,40a9326a,taryn,mobile,impression
2015-03-25 23:42:35,42058857,,display,impression
2015-03-28 05:47:37,339fb881,,display,impression
2015-03-31 17:19:18,c416a136,tamra,video,impression
2015-03-30 07:32:55,b767d28f,,social,click
2015-03-29 06:45:41,5c6f2b83,nell,search,click
2015-03-25 23:06:34,37d509d2,,mobile,impression
2015-03-22 13:47:09,684c602e,darnell,mobile,impression
2015-03-25 11:23:24,060c4c42,,video,impression
2015-03-22 15:57:51,734bf7c2,neva,video,impression
2015-03-23 10:20:50,8b969dda,elmer,display,impression
2015-03-22 14:04:03,039151c3,,display,click
2015-03-25 11:41:34,4eb0314e,,mobile,impression
2015-03-31 02:44:37,722037fc,,display,click
2015-03-23 02:45:41,a6ee841f,jordan,display,impression
2015-03-20 11:01:31,0ea8531c,,display,impression
2015-03-25 11:35:37,eb9225b1,ivan,display,impression
2015-04-01 16:25:06,0dda7386,,display,impression
2015-03-31 16:34:46,79a31681,,search,click
2015-03-22 04:02:50,4a6cca5b,,display,impression
2015-03-28 00:13:01,27aeaf80,,display,impression
2015-03-27 13:23:21,910fb736,kris,affiliate,impression
2015-03-23 06:20:31,b59e5fcb,guadalupe,video,impression
2015-03-28 08:41:50,67c047c8,marcus,display,impression
2015-03-27 02:48:41,164a1a3f,jessica,display,impression
2015-03-30 05:47:37,784018d7,,search,click
2015-03-21 20:29:41,f04fd1d6,,search,impression
2015-03-24 14:36:42,ec283a6e,,display,impression
2015-03-23 09:03:15,f49ad38d,,display,click
2015-03-21 12:33:56,3940d62b,,display,click
2015-03-24 21:16:15,b252f166,alfred,display,impression
2015-03-26 13:23:31,036666ec,rafaela,display,impression
2015-04-01 14:39:17,1d1ba2bb,briana,video,impression
2015-04-02 02:59:26,811ca455,,display,impression
2015-03-26 04:10:46,ef74798b,jody,display,impression
2015-03-30 04:10:24,021d7bdc,,display,click
2015-03-29 01:07:03,6988cc38,arline,video,click
2015-03-28 16:03:24,e85c14bf,,video,click
2015-03-25 23:15:20,a11a0aa8,,display,impression
2015-04-03 02:42:47,d9456bb6,,video,impression
2015-03-21 17:00:31,631df976,,social,impression
2015-03-30 07:48:32,945f1059,daren,display,impression
2015-03-29 13:48:53,64ff0dbf,,social,click
2015-03-25 18:49:13,89d668d4,,search,impression
2015-03-27 05:09:48,f9306aa3,,video,click
